TransactionAmount,TransactionType,Channel,CustomerAge,TransactionDuration,CustomerOccupation,AccountBalance,Cluster
349.34,Credit,ATM,28,245,Student,614.14,1
283.15,Debit,Online,24,180,Student,603.79,1
151.82,Debit,ATM,51,105,Retired,2197.12,1
438.59,Debit,Online,37,103,Engineer,8994.39,0
590.57,Debit,ATM,79,93,Retired,3224.6,1
63.74,Debit,Online,63,31,Retired,4336.4,0
77.02,Credit,Online,59,132,Doctor,800.83,1
501.15,Debit,Branch,47,208,Engineer,8821.84,0
8.95,Debit,Online,76,102,Retired,3299.84,1
173.6,Debit,Online,21,160,Student,421.44,1
149.4,Debit,ATM,53,123,Retired,1035.22,1
388.21,Credit,Branch,53,237,Doctor,9724.49,2
126.04,Credit,Branch,65,167,Retired,6041.69,0
52.04,Credit,Branch,50,31,Doctor,8436.12,0
389.7,Credit,Branch,62,216,Doctor,7125.15,0
161.1,Credit,ATM,19,104,Student,239.12,1
309.77,Credit,Online,67,137,Retired,4378.14,0
838.57,Debit,ATM,41,273,Doctor,14576.47,2
724.18,Debit,Branch,41,134,Doctor,10922.78,2
124.98,Debit,ATM,24,78,Student,642.0,1
487.32,Debit,Branch,52,164,Doctor,7707.96,0
635.91,Credit,Branch,46,78,Doctor,13267.09,2
205.65,Debit,Branch,62,144,Retired,3582.16,1
39.41,Debit,Branch,25,132,Student,921.91,1
254.0,Debit,Branch,35,63,Doctor,5788.53,0
436.8,Debit,Branch,36,213,Engineer,4515.43,0
224.73,Debit,Branch,76,63,Retired,7551.89,0
752.69,Credit,ATM,65,115,Doctor,14489.69,2
78.5,Credit,Branch,31,41,Doctor,13991.5,2
50.0,Credit,ATM,53,87,Doctor,185.87,1
132.42,Debit,ATM,18,164,Student,726.39,1
11.67,Debit,Branch,76,105,Retired,7458.63,0
83.16,Debit,ATM,61,177,Retired,3065.87,1
149.02,Credit,Branch,46,176,Engineer,9379.72,2
74.27,Credit,Online,59,148,Doctor,13696.61,2
876.57,Credit,ATM,62,118,Retired,3743.63,1
615.58,Debit,ATM,42,133,Doctor,14343.0,2
643.03,Credit,Online,36,52,Engineer,2882.16,1
7.95,Debit,ATM,79,65,Retired,5631.2,0
270.92,Credit,Branch,77,143,Retired,4574.43,0
499.48,Debit,ATM,24,133,Student,1242.62,1
841.5,Credit,Branch,25,287,Student,352.31,1
138.82,Debit,Online,77,53,Retired,3100.22,1
231.46,Credit,Branch,60,83,Engineer,4707.24,0
292.08,Debit,ATM,72,32,Retired,7950.48,0
63.98,Debit,Online,54,258,Doctor,7954.12,0
235.21,Debit,Branch,67,74,Doctor,5946.61,0
201.73,Debit,Online,57,78,Engineer,6650.71,0
161.31,Debit,ATM,28,13,Student,1268.67,1
18.41,Debit,Branch,53,168,Doctor,8287.54,0
471.75,Credit,Branch,34,41,Doctor,12948.5,2
290.02,Debit,Branch,55,246,Engineer,4746.71,0
48.05,Debit,Branch,27,38,Engineer,5334.97,0
359.42,Debit,Branch,55,30,Doctor,1765.45,1
32.91,Debit,Online,19,255,Student,427.3,1
3.8,Debit,Branch,67,140,Retired,6285.39,0
31.81,Debit,Online,51,149,Retired,1406.6,1
220.2,Debit,Online,28,102,Student,1075.15,1
476.03,Credit,Branch,77,99,Retired,5958.34,0
141.91,Debit,Branch,23,49,Student,791.97,1
95.83,Debit,Online,27,91,Student,1726.4,1
51.15,Credit,Branch,46,199,Engineer,8992.25,0
50.75,Debit,ATM,62,185,Doctor,8271.47,0
185.07,Debit,Branch,22,159,Student,636.42,1
293.54,Debit,Online,40,45,Engineer,2290.1,1
23.38,Debit,Branch,32,89,Engineer,9968.49,2
285.26,Debit,ATM,28,93,Student,167.72,1
129.48,Debit,ATM,31,179,Engineer,7581.7,0
743.03,Debit,ATM,50,174,Engineer,4111.38,0
297.86,Credit,ATM,28,96,Student,1680.14,1
231.92,Debit,ATM,66,12,Doctor,5715.08,0
295.82,Credit,Branch,47,46,Engineer,5897.73,0
302.86,Debit,Online,55,275,Doctor,5239.24,0
81.08,Debit,ATM,58,56,Engineer,7788.91,0
775.6,Credit,Branch,79,158,Retired,3898.64,1
178.43,Debit,Branch,26,136,Student,1214.93,1
211.91,Debit,Online,20,181,Student,927.47,1
17.21,Debit,Online,23,219,Student,914.16,1
124.22,Debit,ATM,23,172,Student,9695.04,2
38.37,Debit,ATM,63,135,Doctor,8647.04,0
269.79,Debit,ATM,52,17,Engineer,1292.1,1
605.42,Debit,ATM,21,33,Student,392.34,1
11.19,Debit,ATM,60,40,Engineer,9877.17,2
29.19,Credit,Branch,58,41,Doctor,12059.85,2
701.7,Credit,Online,61,64,Retired,6643.24,0
862.34,Debit,Branch,57,72,Doctor,9903.48,2
410.97,Debit,ATM,22,45,Student,151.42,1
36.97,Debit,Branch,41,79,Engineer,2850.92,1
137.59,Debit,ATM,30,95,Doctor,10679.67,2
168.11,Credit,Online,51,12,Doctor,10652.13,2
430.98,Debit,Branch,24,93,Student,569.25,1
13.87,Debit,Branch,24,20,Student,954.83,1
642.68,Debit,ATM,76,66,Retired,1831.2,1
302.82,Debit,ATM,36,175,Engineer,9384.54,2
406.81,Debit,Online,66,84,Retired,1968.36,1
256.3,Debit,Online,53,172,Retired,4203.05,0
80.96,Credit,Online,19,97,Student,959.94,1
95.78,Debit,Online,22,27,Student,271.64,1
379.54,Credit,Branch,41,118,Doctor,12571.76,2
903.19,Debit,Online,22,65,Student,8627.08,0
847.45,Debit,Branch,28,175,Student,422.32,1
295.18,Credit,Branch,66,31,Doctor,12961.53,2
18.46,Debit,Branch,68,213,Retired,6381.6,0
603.23,Debit,Branch,28,48,Student,117.98,1
54.5,Credit,Branch,57,147,Retired,1715.22,1
414.77,Debit,Online,29,274,Doctor,5599.81,0
886.19,Debit,Branch,61,69,Retired,7904.24,0
440.03,Debit,Online,49,88,Engineer,1490.44,1
35.46,Debit,ATM,56,285,Retired,1532.72,1
76.39,Debit,Branch,18,219,Student,5976.0,0
595.91,Credit,ATM,19,162,Student,1673.76,1
6.03,Debit,Branch,76,70,Retired,3290.72,1
249.34,Debit,ATM,26,197,Engineer,3030.97,1
421.52,Debit,Branch,20,67,Student,369.86,1
189.77,Debit,Branch,58,24,Engineer,6570.36,0
73.19,Debit,Branch,76,213,Retired,2264.98,1
188.13,Credit,Online,75,198,Retired,5029.87,0
30.52,Debit,Branch,62,122,Doctor,12327.74,2
170.24,Debit,Branch,62,133,Retired,5172.99,0
56.62,Debit,Branch,54,121,Doctor,8981.1,0
53.14,Debit,ATM,34,70,Doctor,7915.0,0
587.23,Debit,Online,27,144,Student,500.84,1
146.15,Debit,Branch,43,75,Doctor,13784.4,2
21.27,Credit,Online,62,114,Retired,7392.79,0
76.02,Credit,Online,34,189,Doctor,14765.41,2
155.51,Debit,ATM,68,15,Doctor,5360.19,0
135.15,Debit,Online,72,50,Retired,5878.14,0
39.48,Debit,ATM,56,38,Retired,5889.51,0
451.68,Debit,Online,33,15,Engineer,4381.54,0
19.11,Credit,Online,49,160,Engineer,8478.46,0
355.0,Credit,Online,26,33,Student,185.47,1
427.69,Debit,ATM,43,236,Engineer,2443.54,1
254.86,Debit,Branch,23,102,Student,699.9,1
19.48,Debit,ATM,27,114,Engineer,4739.59,0
190.17,Debit,ATM,49,265,Doctor,12893.85,2
91.38,Debit,ATM,65,179,Retired,2402.58,1
206.63,Credit,Online,59,128,Retired,7626.53,0
93.22,Debit,Online,52,52,Retired,1014.63,1
547.98,Debit,ATM,28,171,Student,1358.54,1
641.06,Debit,ATM,23,25,Student,1602.13,1
836.45,Debit,Online,61,63,Retired,1731.89,1
189.45,Credit,Branch,53,62,Doctor,12578.75,2
91.84,Credit,Branch,67,80,Retired,1712.41,1
609.52,Debit,ATM,78,169,Retired,3485.03,1
859.3,Credit,Branch,78,68,Retired,1146.78,1
100.01,Debit,ATM,50,63,Doctor,6393.12,0
28.78,Credit,Online,40,51,Doctor,680.55,1
111.08,Debit,Online,70,83,Doctor,7037.34,0
52.23,Credit,Branch,28,96,Student,105.01,1
78.62,Debit,Branch,32,52,Doctor,1360.85,1
47.79,Debit,Branch,25,37,Student,1649.92,1
333.97,Debit,Branch,52,45,Doctor,5237.36,0
30.87,Debit,ATM,33,295,Doctor,14348.65,2
710.43,Debit,Online,67,115,Retired,5625.55,0
220.23,Debit,ATM,41,48,Engineer,3438.02,1
27.28,Debit,ATM,29,96,Doctor,10668.24,2
101.52,Debit,ATM,49,98,Engineer,2018.9,1
162.65,Debit,ATM,59,147,Engineer,9500.95,2
10.52,Debit,ATM,55,30,Retired,2472.99,1
270.72,Debit,Branch,38,37,Doctor,6522.47,0
202.34,Debit,Online,20,134,Student,1223.45,1
247.58,Debit,ATM,39,152,Engineer,778.74,1
686.17,Debit,ATM,61,96,Retired,2246.15,1
359.65,Credit,Online,25,289,Student,219.53,1
109.91,Debit,Branch,38,90,Doctor,12896.06,2
215.72,Credit,Branch,30,137,Engineer,8697.11,0
490.76,Debit,Online,66,156,Retired,6414.11,0
224.28,Debit,Online,64,68,Retired,5767.51,0
614.03,Debit,ATM,68,51,Retired,2815.86,1
608.79,Debit,Online,55,157,Engineer,2991.17,1
186.55,Debit,Branch,48,288,Engineer,224.65,1
840.16,Credit,Branch,20,68,Student,1236.76,1
203.34,Debit,ATM,60,66,Doctor,13586.99,2
90.88,Debit,ATM,26,284,Engineer,7117.35,0
60.11,Credit,Branch,61,122,Retired,7235.87,0
393.92,Debit,Branch,72,47,Retired,7318.64,0
19.39,Debit,ATM,43,45,Doctor,9847.6,2
557.41,Credit,Online,80,49,Retired,2968.75,1
57.07,Credit,Online,31,99,Doctor,9323.71,2
395.27,Credit,Online,18,167,Student,1764.08,1
289.05,Debit,ATM,75,116,Retired,5683.49,0
46.11,Debit,Online,33,233,Doctor,5225.73,0
335.5,Debit,ATM,63,47,Retired,6445.4,0
388.07,Debit,Online,24,68,Student,289.71,1
520.86,Credit,Online,51,66,Engineer,9200.74,2
787.41,Debit,Online,25,39,Student,300.87,1
31.7,Credit,ATM,48,121,Doctor,743.9,1
22.3,Debit,ATM,21,90,Student,1200.35,1
203.12,Debit,ATM,56,181,Retired,1562.39,1
315.94,Credit,Branch,49,172,Doctor,7719.71,0
0.26,Debit,Online,20,173,Student,1833.67,1
210.77,Debit,ATM,71,161,Retired,5396.65,0
406.65,Debit,ATM,57,107,Doctor,12995.7,2
422.9,Debit,ATM,40,111,Engineer,7616.43,0
20.62,Credit,ATM,35,225,Doctor,12500.8,2
174.39,Debit,ATM,19,36,Student,1127.08,1
7.86,Credit,Branch,76,91,Retired,3621.98,1
61.98,Debit,Online,49,44,Engineer,5212.28,0
54.85,Credit,Branch,58,40,Retired,2727.45,1
16.55,Debit,Branch,26,159,Engineer,6089.79,0
91.32,Debit,Branch,58,77,Engineer,2618.1,1
195.49,Debit,ATM,31,212,Doctor,11988.12,2
49.62,Debit,ATM,55,111,Engineer,3841.42,1
487.16,Credit,Branch,28,84,Student,321.21,1
405.6,Debit,Online,37,44,Engineer,9754.73,2
512.95,Debit,Branch,57,143,Engineer,9584.52,2
345.94,Debit,ATM,31,163,Doctor,7624.56,0
356.56,Debit,Online,47,52,Engineer,2485.73,1
10.31,Debit,Online,36,280,Engineer,2137.9,1
211.69,Debit,Branch,30,111,Doctor,6412.85,0
221.49,Credit,Branch,23,196,Student,707.25,1
278.23,Debit,Online,48,83,Engineer,8300.54,0
116.88,Debit,ATM,45,263,Doctor,7717.34,0
328.77,Credit,Online,39,247,Doctor,6967.03,0
77.53,Debit,Branch,54,55,Retired,5158.6,0
421.74,Debit,Online,67,103,Doctor,12031.14,2
313.69,Debit,Branch,73,152,Retired,7093.68,0
411.72,Debit,Branch,29,153,Doctor,8539.86,0
508.73,Debit,Branch,59,89,Retired,7640.57,0
153.08,Debit,ATM,24,201,Student,1292.21,1
23.01,Debit,Branch,63,166,Retired,5958.75,0
69.28,Debit,Online,25,129,Student,708.74,1
51.25,Credit,Branch,28,66,Student,1744.4,1
407.65,Debit,ATM,25,263,Student,273.78,1
459.25,Debit,Branch,25,59,Student,130.76,1
301.56,Debit,Branch,49,118,Doctor,10389.6,2
17.67,Debit,Online,63,91,Doctor,1048.18,1
5.29,Credit,Online,32,132,Doctor,12896.68,2
401.37,Debit,Branch,43,251,Engineer,8208.54,0
145.4,Debit,Online,38,24,Engineer,5244.49,0
556.34,Debit,Online,37,46,Doctor,11935.14,2
34.31,Debit,ATM,24,251,Student,1484.76,1
780.59,Credit,Online,23,145,Student,6513.34,0
282.65,Debit,ATM,35,161,Doctor,13801.15,2
305.27,Debit,Online,68,147,Doctor,12958.65,2
185.81,Debit,Online,32,116,Doctor,9588.71,2
66.01,Debit,Online,49,179,Engineer,3475.99,1
447.95,Debit,Branch,29,75,Engineer,7544.4,0
279.3,Debit,ATM,19,48,Student,1193.61,1
26.75,Debit,Online,33,27,Doctor,12063.77,2
611.15,Debit,ATM,27,121,Student,892.83,1
275.2,Debit,Online,54,81,Engineer,1230.12,1
427.79,Debit,Branch,18,189,Student,1479.67,1
469.13,Credit,ATM,54,139,Doctor,1265.28,1
102.81,Debit,Branch,76,47,Retired,3228.87,1
22.61,Debit,Online,19,145,Student,1111.67,1
68.28,Debit,Online,56,293,Engineer,3213.16,1
33.65,Credit,Online,63,146,Doctor,12719.93,2
362.68,Credit,ATM,63,137,Retired,2040.77,1
73.23,Debit,Branch,20,172,Student,1309.85,1
654.49,Credit,Online,25,104,Student,164.61,1
18.56,Credit,Branch,49,161,Engineer,4230.37,0
389.05,Debit,ATM,27,41,Student,761.0,1
7.38,Debit,Online,67,105,Retired,2923.83,1
109.48,Debit,Online,61,93,Retired,7372.47,0
66.91,Debit,ATM,39,85,Doctor,871.1,1
335.48,Debit,Branch,45,155,Engineer,3023.16,1
38.14,Debit,Online,19,174,Student,1119.21,1
360.02,Debit,Online,68,68,Retired,6400.59,0
567.71,Debit,Online,63,80,Doctor,13884.24,2
218.19,Debit,ATM,19,185,Student,620.83,1
209.99,Debit,ATM,19,40,Student,1938.01,1
11.02,Debit,Branch,19,280,Student,964.79,1
83.43,Debit,Online,56,109,Retired,1870.16,1
344.97,Debit,Online,34,106,Doctor,5577.94,0
172.29,Debit,ATM,36,283,Engineer,8700.8,0
195.54,Debit,Online,60,255,Retired,2794.66,1
101.23,Debit,Online,45,87,Engineer,6169.71,0
180.46,Debit,ATM,25,34,Student,831.75,1
692.55,Debit,Branch,53,109,Retired,2451.56,1
147.31,Credit,Online,34,92,Doctor,13625.52,2
107.48,Debit,Branch,20,103,Student,1379.39,1
81.51,Debit,Branch,25,97,Student,865.49,1
365.48,Credit,Online,76,216,Retired,7147.4,0
491.1,Credit,Online,35,125,Engineer,7833.85,0
452.8,Debit,Branch,80,151,Retired,4840.67,0
645.04,Debit,Branch,70,78,Retired,7361.47,0
169.28,Debit,Branch,45,114,Doctor,5128.44,0
88.42,Debit,ATM,62,91,Doctor,12381.45,2
155.53,Debit,ATM,29,66,Engineer,4008.05,1
39.24,Debit,ATM,77,106,Retired,6462.41,0
78.77,Credit,ATM,48,50,Engineer,6470.57,0
26.5,Debit,Online,48,179,Engineer,4854.83,0
83.62,Debit,ATM,48,146,Doctor,12652.22,2
142.78,Debit,Branch,68,150,Doctor,11705.88,2
55.99,Debit,ATM,35,95,Doctor,932.61,1
774.48,Debit,Branch,61,31,Doctor,11613.58,2
105.37,Debit,ATM,25,160,Student,1068.55,1
118.83,Debit,Online,28,295,Student,1616.3,1
46.22,Debit,Branch,23,217,Student,471.28,1
659.71,Credit,Branch,21,148,Student,106.86,1
377.97,Debit,Online,72,160,Retired,2457.1,1
114.1,Debit,Branch,69,148,Retired,5882.12,0
11.3,Credit,Online,55,41,Retired,1938.99,1
95.5,Debit,Online,57,17,Retired,4079.09,1
130.93,Credit,Branch,28,149,Engineer,860.12,1
272.97,Debit,Online,68,174,Retired,7811.31,0
73.35,Debit,Branch,24,47,Student,1181.84,1
29.94,Debit,ATM,58,243,Doctor,10915.54,2
50.52,Debit,Online,20,140,Student,1121.19,1
820.46,Credit,Online,53,243,Engineer,5621.86,0
153.07,Debit,ATM,56,116,Engineer,8873.43,0
52.94,Debit,Branch,41,146,Doctor,6990.92,0
384.41,Debit,ATM,60,65,Engineer,7831.56,0
235.42,Debit,Branch,51,175,Retired,6173.23,0
114.23,Debit,ATM,56,64,Doctor,9523.72,2
12.62,Debit,Branch,33,61,Doctor,6420.47,0
373.52,Debit,ATM,35,235,Engineer,6430.41,0
336.05,Debit,Branch,28,164,Student,1635.05,1
366.93,Debit,Online,66,33,Retired,6697.79,0
112.27,Debit,Branch,58,102,Doctor,7369.89,0
494.96,Debit,ATM,40,132,Engineer,6903.68,0
561.58,Debit,Online,65,23,Doctor,11748.86,2
440.94,Debit,Online,42,148,Doctor,7303.23,0
71.9,Debit,Branch,29,51,Doctor,10619.35,2
256.66,Credit,Online,54,137,Retired,1794.5,1
166.55,Credit,Branch,59,99,Doctor,12970.21,2
276.26,Debit,Branch,56,143,Doctor,120.89,1
35.46,Debit,ATM,67,164,Doctor,5692.31,0
38.14,Debit,Branch,50,165,Engineer,9879.87,2
506.26,Credit,ATM,64,86,Retired,6266.65,0
736.32,Debit,Online,31,28,Doctor,14268.95,2
389.43,Credit,ATM,52,151,Engineer,6449.83,0
25.58,Debit,ATM,60,166,Engineer,6741.41,0
446.1,Debit,ATM,25,243,Student,1008.44,1
147.74,Debit,Branch,23,15,Student,1711.78,1
46.23,Debit,Online,77,282,Retired,5107.75,0
265.37,Debit,Branch,33,77,Engineer,5229.95,0
342.57,Debit,Online,20,91,Student,339.16,1
417.26,Credit,Online,32,45,Doctor,10442.48,2
33.63,Debit,Online,63,76,Retired,4324.4,0
64.58,Debit,Branch,55,173,Retired,6292.29,0
23.23,Credit,Branch,21,122,Student,269.01,1
160.52,Credit,ATM,78,112,Retired,5379.25,0
285.49,Credit,Branch,53,109,Doctor,6366.84,0
71.87,Debit,ATM,22,258,Student,1839.1,1
308.8,Debit,ATM,53,41,Retired,3966.54,1
135.35,Debit,Branch,33,82,Engineer,9983.36,2
288.43,Debit,Branch,66,72,Retired,4577.09,0
147.46,Credit,Online,65,205,Doctor,7458.03,0
214.15,Debit,Branch,32,217,Engineer,6397.29,0
170.36,Debit,ATM,30,118,Doctor,6034.73,0
736.53,Debit,ATM,55,120,Engineer,9826.26,2
213.42,Debit,ATM,45,17,Engineer,3736.38,1
94.09,Debit,Branch,27,203,Student,646.85,1
91.23,Debit,ATM,72,86,Retired,6385.12,0
263.92,Credit,Branch,57,233,Retired,4161.71,0
77.5,Credit,Online,51,201,Doctor,11079.77,2
3.65,Debit,Online,69,146,Doctor,10017.11,2
43.88,Credit,Online,26,251,Student,1644.09,1
591.98,Debit,ATM,28,132,Student,387.65,1
224.79,Debit,Online,18,129,Student,528.38,1
64.3,Debit,ATM,55,67,Retired,7530.3,0
111.79,Debit,Online,62,49,Doctor,10887.59,2
613.7,Credit,Branch,61,37,Retired,7307.11,0
170.45,Debit,Branch,60,199,Engineer,2284.41,1
344.27,Debit,Branch,22,123,Student,1918.36,1
872.72,Debit,Online,22,288,Student,503.01,1
292.95,Debit,Branch,37,56,Engineer,1216.91,1
28.44,Debit,ATM,18,243,Student,1071.04,1
209.02,Debit,ATM,21,74,Student,187.9,1
20.05,Debit,ATM,72,171,Retired,7145.67,0
175.02,Debit,Online,28,71,Student,1493.88,1
89.5,Credit,Branch,41,134,Engineer,8658.95,0
69.96,Debit,Branch,28,31,Student,164.12,1
146.51,Debit,ATM,53,68,Engineer,7089.9,0
376.78,Credit,Online,21,88,Student,841.65,1
148.54,Credit,Branch,71,107,Retired,5677.05,0
388.77,Credit,Online,26,30,Student,1658.49,1
100.38,Debit,Branch,63,49,Doctor,10171.68,2
137.23,Debit,Branch,64,63,Doctor,13847.99,2
870.3,Debit,ATM,51,229,Retired,3688.98,1
458.94,Debit,Branch,52,180,Engineer,5619.95,0
327.35,Credit,Branch,20,175,Student,342.08,1
757.15,Debit,Online,53,38,Engineer,4702.86,0
5.64,Debit,Online,59,47,Doctor,12703.24,2
47.23,Credit,Online,73,160,Retired,6659.81,0
239.41,Credit,Online,42,248,Doctor,7860.65,0
7.48,Debit,ATM,55,29,Engineer,1275.2,1
170.97,Debit,Branch,26,292,Student,1265.27,1
659.15,Debit,ATM,22,204,Student,1241.59,1
31.53,Debit,Online,25,283,Student,874.93,1
111.66,Credit,Online,48,140,Engineer,5716.72,0
250.01,Debit,ATM,62,88,Retired,1541.48,1
554.15,Debit,ATM,49,108,Doctor,14817.22,2
598.66,Credit,Branch,32,222,Engineer,2587.11,1
28.38,Debit,Branch,55,98,Doctor,173.7,1
16.8,Debit,ATM,49,94,Doctor,11847.07,2
896.79,Debit,Online,33,168,Doctor,11146.74,2
159.0,Debit,ATM,49,38,Engineer,369.79,1
56.31,Credit,Online,75,195,Retired,6396.08,0
203.99,Debit,Online,52,215,Retired,4840.31,0
50.99,Debit,Branch,29,76,Doctor,1334.6,1
101.28,Credit,Online,32,75,Engineer,2774.35,1
299.92,Debit,ATM,27,122,Student,1368.0,1
77.54,Debit,Online,67,73,Retired,4536.38,0
18.35,Debit,Branch,21,78,Student,1293.39,1
732.53,Credit,ATM,26,116,Student,441.54,1
65.11,Debit,ATM,34,150,Engineer,8485.14,0
67.07,Credit,ATM,24,56,Student,999.62,1
137.48,Debit,Branch,55,47,Doctor,14273.42,2
398.36,Debit,ATM,22,56,Student,1863.7,1
469.46,Debit,ATM,20,149,Student,8640.56,0
37.58,Debit,ATM,57,182,Doctor,259.44,1
160.24,Debit,ATM,31,15,Engineer,5526.97,0
315.39,Credit,Branch,23,93,Student,929.6,1
165.91,Debit,ATM,26,84,Student,587.12,1
211.36,Debit,Branch,47,194,Engineer,4760.34,0
241.45,Debit,Online,26,158,Student,1594.04,1
23.24,Debit,Branch,68,129,Doctor,13777.79,2
70.88,Credit,Branch,74,176,Retired,1794.65,1
314.52,Debit,ATM,80,229,Retired,7071.32,0
181.81,Credit,Online,78,122,Retired,7525.73,0
854.64,Debit,Branch,56,118,Retired,2989.25,1
261.19,Debit,ATM,64,52,Retired,7620.6,0
220.68,Credit,Online,71,217,Retired,5549.2,0
11.86,Debit,Branch,31,129,Engineer,6782.61,0
122.65,Debit,Online,28,41,Student,1968.51,1
395.16,Debit,Online,56,17,Retired,5340.73,0
704.69,Debit,Online,51,150,Retired,3267.84,1
369.89,Debit,ATM,69,69,Retired,6941.47,0
10.92,Debit,ATM,67,268,Retired,7567.2,0
199.14,Debit,Branch,31,36,Engineer,7001.25,0
109.43,Debit,ATM,70,140,Retired,1983.65,1
304.15,Debit,Branch,20,40,Student,686.91,1
620.54,Credit,Branch,28,98,Student,213.36,1
757.79,Debit,Online,22,117,Student,1443.02,1
122.81,Debit,Branch,52,12,Doctor,8450.84,0
96.25,Debit,Online,61,171,Retired,7996.7,0
142.55,Debit,Online,67,97,Doctor,1262.68,1
35.94,Credit,Branch,23,141,Student,1697.28,1
24.86,Debit,Branch,58,292,Engineer,2591.65,1
103.08,Debit,Online,60,109,Doctor,12002.16,2
116.27,Debit,Online,57,94,Engineer,8726.92,0
34.74,Credit,Online,59,72,Retired,3736.57,1
64.01,Credit,Branch,19,240,Student,1225.69,1
50.9,Credit,Online,28,150,Student,1277.7,1
206.84,Debit,Branch,20,154,Student,454.66,1
37.4,Debit,ATM,20,84,Student,1519.51,1
154.21,Debit,Online,46,75,Engineer,8045.77,0
199.37,Debit,Online,24,79,Student,1331.3,1
410.49,Credit,Branch,25,134,Student,1843.57,1
18.23,Debit,ATM,56,28,Engineer,8422.2,0
398.7,Debit,ATM,47,276,Doctor,7987.74,0
122.14,Debit,Online,22,155,Student,327.68,1
378.2,Debit,Branch,40,167,Engineer,7372.81,0
124.74,Debit,ATM,49,33,Engineer,2987.97,1
17.1,Debit,ATM,53,101,Retired,1619.54,1
287.05,Debit,ATM,22,212,Student,1204.65,1
874.72,Debit,Online,28,173,Engineer,4630.58,0
40.12,Credit,ATM,36,269,Doctor,14304.38,2
125.0,Credit,Online,49,177,Engineer,3215.76,1
348.44,Debit,Online,24,147,Student,1022.94,1
128.4,Debit,ATM,69,31,Retired,2610.64,1
320.93,Debit,Online,55,178,Engineer,9451.66,2
1.41,Debit,ATM,53,278,Retired,1244.17,1
50.52,Debit,Branch,54,293,Doctor,12815.24,2
383.95,Credit,Online,31,143,Engineer,9933.56,2
12.94,Debit,Branch,23,158,Student,921.23,1
329.75,Debit,Online,56,211,Retired,6009.43,0
40.79,Debit,ATM,18,80,Student,1769.33,1
99.25,Credit,Online,63,93,Retired,2570.34,1
150.6,Debit,ATM,69,59,Retired,3240.14,1
29.5,Debit,Online,73,129,Retired,1229.32,1
54.34,Debit,ATM,65,46,Doctor,8019.89,0
18.25,Debit,ATM,53,18,Doctor,14328.29,2
633.87,Debit,Online,27,175,Student,330.16,1
81.15,Debit,ATM,19,114,Student,1595.26,1
83.95,Debit,Online,75,170,Retired,7413.18,0
410.4,Credit,ATM,61,78,Retired,2563.91,1
172.68,Debit,ATM,33,17,Doctor,10724.95,2
139.88,Debit,ATM,34,162,Engineer,2969.71,1
165.55,Debit,Branch,28,115,Student,761.78,1
285.69,Debit,ATM,63,35,Retired,2552.54,1
532.4,Debit,ATM,22,149,Student,1033.73,1
293.85,Debit,Online,25,144,Student,1919.97,1
27.94,Debit,Branch,79,120,Retired,1893.44,1
270.36,Debit,ATM,25,37,Student,1783.04,1
506.03,Debit,Branch,21,21,Student,1123.89,1
206.95,Debit,Branch,22,31,Student,1817.65,1
350.96,Debit,ATM,63,167,Retired,5463.94,0
261.63,Debit,Branch,20,150,Student,477.03,1
46.12,Debit,Branch,59,30,Doctor,8874.01,0
27.25,Credit,Branch,63,92,Retired,5365.2,0
331.66,Debit,ATM,76,145,Retired,7216.3,0
667.95,Credit,ATM,62,253,Doctor,13558.56,2
49.84,Debit,ATM,49,146,Doctor,7872.04,0
556.04,Debit,ATM,72,27,Retired,5200.04,0
88.06,Credit,Online,18,288,Student,1779.85,1
745.95,Debit,ATM,58,127,Doctor,13264.14,2
67.25,Debit,Online,19,157,Student,467.4,1
93.63,Debit,ATM,29,141,Engineer,9873.62,2
74.11,Debit,Branch,22,49,Student,1257.9,1
41.13,Credit,Branch,77,58,Retired,6067.54,0
192.02,Credit,Online,79,154,Retired,5169.07,0
291.27,Debit,Branch,77,121,Retired,6878.86,0
296.46,Debit,Branch,23,136,Student,558.99,1
341.84,Credit,Branch,27,89,Student,1400.04,1
98.41,Debit,Online,27,48,Student,912.71,1
27.51,Credit,Online,40,103,Doctor,13645.63,2
12.18,Debit,Branch,76,77,Retired,4909.24,0
207.71,Credit,Online,25,63,Student,570.1,1
25.77,Credit,Online,45,277,Doctor,11749.77,2
127.57,Debit,ATM,52,75,Retired,6118.2,0
392.05,Debit,ATM,60,172,Engineer,4383.69,0
521.01,Credit,Branch,41,73,Engineer,4004.55,1
849.76,Debit,ATM,25,269,Student,373.88,1
172.5,Debit,Online,68,31,Doctor,6851.16,0
265.44,Debit,ATM,30,169,Engineer,9700.77,2
152.34,Debit,Branch,55,115,Doctor,6853.51,0
21.13,Debit,Branch,28,153,Student,948.7,1
111.55,Debit,ATM,46,101,Doctor,12221.17,2
321.82,Credit,Branch,32,43,Engineer,6500.5,0
148.77,Debit,Branch,67,175,Retired,2138.42,1
14.08,Debit,Branch,57,154,Retired,3908.65,1
566.33,Credit,ATM,24,66,Student,379.82,1
206.51,Debit,ATM,51,275,Retired,3921.74,1
180.94,Debit,Branch,75,57,Retired,7659.99,0
77.9,Debit,Branch,21,128,Student,664.72,1
318.92,Credit,Branch,21,60,Student,1167.25,1
583.3,Credit,Online,59,142,Engineer,5896.01,0
100.68,Debit,Online,63,139,Retired,1123.75,1
